rank,base_seed,verified_sister_seed,verified_sister_high32,verified_portal_tp,no_sister_found_high32_0_65535,eyes,pearls,total,pearl_radius,fortress_distance,blaze_spawner_distance,portal_y,origin_distance,portal_tp,portal_x,portal_y_coord,portal_z,stronghold_x,stronghold_z,chests,source_status
364,1361925494,14246827382,3,/tp @s -770 -33 751,no,5,7,12,66.076,137.705,187.920,-33,1075.593,/tp @s -770 -33 751,-770,-33,751,-780,756,"-773,-34,817:2;-760,-34,752:3;-802,-40,777:2",added
365,1366360545,18546229729,4,/tp @s -1301 0 -282,no,7,5,12,53.842,136.595,163.831,0,1331.212,/tp @s -1301 0 -282,-1301,0,-282,-1292,-252,"-1294,-1,-262:2;-1285,-1,-277:1;-1292,3,-229:2",added
366,1368486349,5663453645,1,/tp @s -336 20 641,no,7,5,12,68.272,676.221,721.423,20,723.724,/tp @s -336 20 641,-336,20,641,-284,612,"-288,31,635:2;-308,31,636:1;-320,13,575:2",added
367,1369084428,82973463052,19,/tp @s -902 3 -303,no,7,5,12,57.219,371.470,462.557,3,951.532,/tp @s -902 3 -303,-902,3,-303,-860,-300,"-845,-2,-303:1;-885,2,-323:1;-885,2,-330:1;-885,2,-337:2",added
368,1369889733,155988712389,36,/tp @s -1326 -19 -391,no,6,6,12,61.749,346.439,350.611,-19,1382.446,/tp @s -1326 -19 -391,-1326,-19,-391,-1388,-396,"-1371,-20,-384:2;-1336,-26,-395:2;-1384,-26,-371:2",added
369,1372435920,,,,yes,6,6,12,49.417,492.632,582.151,35,988.738,/tp @s -389 35 909,-389,35,909,-364,868,"-349,34,880:2;-378,24,905:2;-385,24,905:1;-348,26,889:1",added
370,1379713603,44329386563,10,/tp @s -1287 -17 -311,no,7,5,12,62.113,171.037,249.628,-17,1324.043,/tp @s -1287 -17 -311,-1287,-17,-311,-1340,-332,"-1321,-12,-356:1;-1313,-18,-296:1;-1291,-24,-335:2;-1340,-12,-343:1",added
371,1379941303,1379941303,0,/tp @s -303 -53 752,no,8,4,12,56.657,102.365,132.333,-53,810.748,/tp @s -303 -53 752,-303,-53,752,-284,788,"-250,-54,732:2;-257,-54,763:1;-296,-54,763:1",added
372,1381414132,409403307252,95,/tp @s 117 -46 1436,no,7,6,13,39.064,57.937,145.695,-46,1440.758,/tp @s 117 -46 1436,117,-46,1436,84,1428,"92,-45,1406:2;127,-53,1462:2;121,-49,1425:2",added
373,1382040381,,,,yes,7,5,12,29.086,533.121,677.046,-15,836.23,/tp @s 716 -15 -432,716,-15,-432,740,-412,"730,-22,-443:1;710,-16,-406:2;703,-16,-406:1;708,-22,-459:1",added
374,1385924069,229019190757,53,/tp @s 1236 3 -833,no,8,4,12,76.197,481.142,535.546,3,1490.498,/tp @s 1236 3 -833,1236,3,-833,1316,-828,"1311,12,-843:1;1273,2,-820:2;1301,10,-802:1",added
375,1386739817,40041445481,9,/tp @s 707 38 735,no,7,5,12,72.118,280.182,368.850,38,1019.84,/tp @s 707 38 735,707,38,735,708,772,"699,31,748:1;691,31,763:1;660,31,783:1;711,37,807:2",added
376,1387867474,14272769362,3,/tp @s 725 23 777,no,4,8,12,52.44,286.169,360.464,23,1062.711,/tp @s 725 23 777,725,23,777,692,756,"695,10,736:1;724,16,767:1;688,10,760:3;731,16,760:3",added
377,1391720281,5686687577,1,/tp @s 731 35 869,no,5,7,12,62.338,52.953,199.026,35,1135.571,/tp @s 731 35 869,731,35,869,724,836,"748,28,848:2;776,28,837:1;710,26,811:2;762,36,852:2",added
378,1393590196,1393590196,0,/tp @s -833 42 858,no,7,5,12,60.951,97.125,149.923,42,1195.848,/tp @s -833 42 858,-833,42,858,-860,836,"-873,43,833:2;-873,37,845:2;-878,39,817:1",added
379,1395510767,,,,yes,6,6,12,56.338,10.125,36.215,-10,1127.107,/tp @s 703 -10 -881,703,-10,-881,740,-892,"744,-17,-880:1;744,-17,-887:1;744,-17,-919:1;730,-17,-911:3",added
380,1398413086,31463184158,7,/tp @s 635 -4 -1055,no,7,5,12,62.37,294.905,332.045,-4,1231.361,/tp @s 635 -4 -1055,635,-4,-1055,628,-956,"647,1,-994:3;596,-7,-1032:1;632,-17,-1063:1",added
381,1407613749,18587482933,4,/tp @s 772 -21 752,no,7,5,12,76.223,288.839,461.828,-21,1077.724,/tp @s 772 -21 752,772,-21,752,788,740,"814,-24,733:2;787,-22,746:1;787,-28,766:1;840,-36,721:1",added
382,1412337368,22887173848,5,/tp @s 780 -30 -261,no,7,5,12,44.396,467.127,528.035,-30,822.509,/tp @s 780 -30 -261,780,-30,-261,772,-252,"747,-37,-239:2;789,-31,-244:1;769,-31,-218:2",added
383,1412525605,,,,yes,6,6,12,23.622,705.602,709.385,15,860.477,/tp @s 848 15 -146,848,15,-146,868,-156,"870,20,-139:1;862,14,-153:1;868,14,-152:2;856,14,-158:2",added
384,1413084241,164621841489,38,/tp @s -1377 42 254,no,7,5,12,92.401,278.218,315.514,42,1400.23,/tp @s -1377 42 254,-1377,42,254,-1340,276,"-1356,39,291:3;-1345,25,339:2",added
385,1416440899,48661081155,11,/tp @s -810 42 -865,no,7,6,13,50.14,59.507,189.790,42,1185.042,/tp @s -810 42 -865,-810,42,-865,-796,-892,"-804,41,-877:3;-794,35,-912:3",added
386,1425640190,65850149630,15,/tp @s 729 27 1258,no,5,7,12,57.315,291.256,407.329,27,1453.962,/tp @s 729 27 1258,729,27,1258,772,1284,"731,22,1246:1;743,20,1257:3;783,12,1246:2;741,22,1223:1",added
387,1425737919,5720705215,1,/tp @s 807 -8 -898,no,8,4,12,64.668,119.264,214.150,-8,1207.333,/tp @s 807 -8 -898,807,-8,-898,852,-876,"869,9,-891:1;868,1,-895:1;851,-5,-889:2",added
388,1429251461,14314153349,3,/tp @s -1456 -12 192,no,8,4,12,71.26,245.067,310.002,-12,1468.605,/tp @s -1456 -12 192,-1456,-12,192,-1404,196,"-1441,-13,186:1;-1402,-11,198:1;-1385,-11,186:2",added
389,1434674657,27204478433,6,/tp @s -947 -38 815,no,7,5,12,91.181,649.322,722.934,-38,1249.413,/tp @s -947 -38 815,-947,-38,815,-908,852,"-889,-23,853:1;-899,-23,870:1;-933,-39,816:2;-880,-23,875:1",added
390,1436892280,18616761464,4,/tp @s -899 24 848,no,7,5,12,62.849,295.885,392.711,24,1235.842,/tp @s -899 24 848,-899,24,848,-876,820,"-873,25,807:1;-880,23,842:2;-873,19,791:1;-904,23,836:1",added
391,1448209687,44397882647,10,/tp @s 623 -33 1166,no,7,5,12,79.032,650.612,712.133,-33,1322.0,/tp @s 623 -33 1166,623,-33,1166,660,1188,"695,-26,1190:2;689,-26,1176:1;662,-34,1159:1;702,-32,1168:1",added
392,1458095473,113127245169,26,/tp @s -1364 32 -300,no,6,6,12,51.565,799.614,840.209,32,1396.602,/tp @s -1364 32 -300,-1364,32,-300,-1340,-348,"-1322,19,-305:1;-1355,31,-311:2;-1344,31,-304:2;-1357,29,-351:1",added
393,1459340753,78768752081,18,/tp @s 837 -20 288,no,7,5,12,68.746,524.015,571.197,-20,885.163,/tp @s 837 -20 288,837,-20,288,804,260,"810,-39,338:1;818,-39,330:2;786,-39,330:1;833,-17,280:1",added
394,1464294230,5759261526,1,/tp @s -755 16 350,no,8,4,12,39.535,319.739,332.606,16,832.181,/tp @s -755 16 350,-755,16,350,-764,324,"-768,15,344:2;-792,21,363:1;-764,21,342:1",added
395,1466734808,1466734808,0,/tp @s -981 -27 752,no,7,5,12,65.498,151.968,304.146,-27,1236.068,/tp @s -981 -27 752,-981,-27,752,-940,772,"-933,-40,763:1;-931,-40,757:1;-924,-40,757:2;-917,-40,757:1",added
396,1468564618,10058499210,2,/tp @s 1277 -44 753,no,6,6,12,75.855,508.208,552.824,-44,1482.477,/tp @s 1277 -44 753,1277,-44,753,1348,772,"1334,-45,754:2;1335,-41,782:1;1352,-45,747:2;1345,-57,722:1",added
397,1471824318,78781235646,18,/tp @s 180 -11 1420,no,8,4,12,50.07,300.923,346.350,-11,1431.363,/tp @s 180 -11 1420,180,-11,1420,196,1428,"215,-16,1450:1;213,-18,1457:1;187,-18,1435:2",added
398,1472927541,14357829429,3,/tp @s 711 23 -957,no,4,8,12,67.868,316.454,355.182,23,1192.212,/tp @s 711 23 -957,711,23,-957,756,-956,"720,22,-943:1;760,34,-984:1;761,32,-1002:3;721,34,-966:3",added
399,1475210132,44424883092,10,/tp @s -257 43 1475,no,7,5,12,46.54,217.441,328.991,43,1497.222,/tp @s -257 43 1475,-257,43,1475,-252,1428,"-256,42,1454:1;-268,40,1442:1;-268,34,1457:1;-303,38,1480:2",added
400,1481354543,,,,yes,8,4,12,82.371,98.762,160.702,-45,1073.074,/tp @s -368 -45 -1008,-368,-45,-1008,-332,-988,"-374,-50,-926:1;-352,-48,-988:2;-395,-42,-1019:1",added
401,1481794741,,,,yes,7,5,12,78.829,477.311,626.292,21,1216.094,/tp @s -833 21 886,-833,21,886,-876,852,"-860,18,812:2;-841,2,939:2;-841,2,946:1",added
402,1481836806,190460397830,44,/tp @s 144 -16 1291,no,6,6,12,93.862,30.000,105.802,-16,1299.006,/tp @s 144 -16 1291,144,-16,1291,132,1236,"131,-17,1244:1;118,-27,1251:2;103,-37,1242:1;77,-31,1227:2",added
403,1484581082,27254384858,6,/tp @s 810 -32 -913,no,7,6,13,101.361,303.379,378.144,-32,1220.52,/tp @s 810 -32 -913,810,-32,-913,868,-908,"852,-39,-932:2;894,-45,-915:1;902,-45,-905:2;905,-47,-881:1",added
404,1488793665,,,,yes,6,6,12,45.978,248.118,370.447,-14,1286.27,/tp @s -373 -14 1231,-373,-14,1231,-396,1236,"-393,-11,1248:2;-407,-11,1255:1;-352,-15,1233:1;-381,-19,1186:2",added
405,1492481837,18672351021,4,/tp @s -203 -25 1200,no,6,6,12,75.186,127.232,201.843,-25,1217.049,/tp @s -203 -25 1200,-203,-25,1200,-236,1188,"-217,-26,1201:2;-223,-30,1192:2;-269,-24,1164:1;-259,-24,1172:1",added
406,1493461633,5788428929,1,/tp @s -800 -38 608,no,9,3,12,74.606,120.071,191.596,-38,1004.82,/tp @s -800 -38 608,-800,-38,608,-844,612,"-833,-29,602:1;-809,-41,534:1;-820,-39,547:1",added
407,1495285595,22970122075,5,/tp @s 656 -7 -744,no,8,4,12,106.457,224.860,265.000,-7,991.903,/tp @s 656 -7 -744,656,-7,-744,612,-764,"601,-2,-774:1;619,-10,-701:2;560,-6,-790:1",added
408,1505785322,,,,yes,7,5,12,46.669,571.874,607.058,-52,1108.379,/tp @s 803 -52 764,803,-52,764,772,788,"779,-53,759:2;812,-51,776:1;763,-59,787:1;806,-51,777:1",added
409,1510740101,,,,yes,6,6,12,105.494,126.952,214.033,-15,1198.32,/tp @s 1183 -15 -191,1183,-15,-191,1188,-284,"1200,14,-269:2;1213,10,-289:3;1213,10,-270:1",added
410,1510865381,,,,yes,8,4,12,98.742,774.636,839.603,24,1349.819,/tp @s 47 24 -1349,47,24,-1349,68,-1292,"53,23,-1334:1;57,35,-1264:1;97,29,-1264:2",added
411,1530767674,18710636858,4,/tp @s -323 18 -1410,no,9,3,12,92.704,409.660,413.815,18,1446.523,/tp @s -323 18 -1410,-323,18,-1410,-316,-1468,"-326,29,-1502:1;-321,29,-1494:1;-330,23,-1452:1",added
412,1531061418,134675047594,31,/tp @s -372 2 1184,no,7,5,12,50.339,4.000,7.159,2,1241.064,/tp @s -372 2 1184,-372,2,1184,-380,1220,"-391,11,1198:1;-389,-7,1174:1;-410,1,1217:1;-371,11,1190:2",added
413,1532519343,104611734447,24,/tp @s 1086 -35 223,no,7,5,12,84.018,392.023,517.543,-35,1108.659,/tp @s 1086 -35 223,1086,-35,223,1140,212,"1131,-28,233:1;1169,-34,236:1;1147,-34,257:3",added
414,1533271003,74547715035,17,/tp @s -465 -17 1285,no,6,6,12,52.669,346.399,384.797,-17,1366.547,/tp @s -465 -17 1285,-465,-17,1285,-444,1252,"-456,-18,1270:2;-508,-24,1278:2;-496,-24,1243:1;-508,-30,1300:1",added
415,1539416793,121798501081,28,/tp @s 1244 -12 -339,no,5,7,12,47.096,172.723,218.517,-12,1289.363,/tp @s 1244 -12 -339,1244,-12,-339,1236,-364,"1208,-21,-368:2;1233,-21,-368:2;1241,-29,-326:1;1249,-29,-334:2",added
416,1542640207,70262116943,16,/tp @s 256 -36 876,no,7,5,12,31.528,429.035,526.652,-36,912.64,/tp @s 256 -36 876,256,-36,876,244,852,"270,-33,857:1;285,-39,864:1;230,-33,876:2;266,-35,876:1",added
417,1545659685,,,,yes,9,3,12,74.713,123.045,183.068,-26,772.818,/tp @s 688 -26 -352,688,-26,-352,676,-396,"694,-27,-372:2;723,-27,-418:1",added
418,1552349201,35912087569,8,/tp @s -266 -2 1177,no,6,6,12,49.051,421.097,542.707,-2,1206.683,/tp @s -266 -2 1177,-266,-2,1177,-284,1140,"-292,3,1141:2;-264,3,1130:1;-252,-3,1130:1;-287,3,1153:2",added
419,1555202466,18735071650,4,/tp @s -273 -34 -1464,no,6,6,12,84.113,39.173,157.709,-34,1489.236,/tp @s -273 -34 -1464,-273,-34,-1464,-284,-1516,"-316,-41,-1486:2;-348,-43,-1427:2;-286,-45,-1440:2",added
420,1559603719,10149538311,2,/tp @s -344 -38 -946,no,7,6,13,73.932,280.279,303.173,-38,1006.604,/tp @s -344 -38 -946,-344,-38,-946,-380,-940,"-358,-37,-975:1;-355,-37,-960:2;-324,-43,-1017:2;-354,-37,-986:1",added
421,1563889467,,,,yes,8,4,12,78.39,581.778,620.402,39,1463.685,/tp @s -1438 39 273,-1438,39,273,-1420,244,"-1437,30,226:1;-1425,30,226:1;-1420,30,233:1;-1450,24,197:1",added
422,1564334596,14449236484,3,/tp @s 1439 -10 76,no,6,6,12,32.711,69.882,109.462,-10,1441.006,/tp @s 1439 -10 76,1439,-10,76,1444,116,"1419,-17,94:1;1429,-11,71:2;1453,-23,87:1;1464,-21,94:2",added
423,1564998617,5859965913,1,/tp @s -841 23 752,no,7,5,12,97.458,268.678,397.689,23,1128.178,/tp @s -841 23 752,-841,23,752,-828,772,"-835,22,767:1;-833,10,788:1;-828,10,782:1;-770,4,816:2",added
424,1565400954,48810041210,11,/tp @s 1226 27 245,no,7,5,12,43.186,566.316,676.691,27,1250.24,/tp @s 1226 27 245,1226,27,245,1188,228,"1219,38,230:2;1186,30,261:2;1206,38,242:1",added
425,1567743780,,,,yes,6,6,12,62.434,60.431,114.680,-23,1046.838,/tp @s -1030 -23 187,-1030,-23,187,-972,180,"-970,-20,204:1;-1023,-20,179:2;-1017,-20,207:2;-997,-26,212:1",added
426,1573917973,1573917973,0,/tp @s -1006 -32 289,no,8,4,12,47.77,294.646,336.350,-32,1046.689,/tp @s -1006 -32 289,-1006,-32,289,-956,276,"-1023,-33,301:2;-991,-43,245:2",added
427,1582449655,31647220727,7,/tp @s 801 7 -863,no,6,6,12,49.092,485.426,521.260,7,1177.442,/tp @s 801 7 -863,801,7,-863,804,-876,"837,2,-830:2;823,2,-833:2;837,-14,-851:1;829,-14,-843:1",added
428,1582648670,1582648670,0,/tp @s -740 27 754,no,6,6,12,48.631,706.344,790.227,27,1056.464,/tp @s -740 27 754,-740,27,754,-732,740,"-725,26,766:2;-725,26,773:1;-726,26,749:2;-704,14,724:1",added
429,1583263760,18763132944,4,/tp @s 1230 5 -369,no,6,6,12,68.666,362.175,499.382,5,1284.158,/tp @s 1230 5 -369,1230,5,-369,1252,-396,"1270,0,-401:2;1257,4,-403:2;1259,-4,-369:1;1289,2,-404:1",added
430,1593451213,,,,yes,8,4,12,86.735,425.744,494.960,22,953.656,/tp @s -894 22 -332,-894,22,-332,-924,-364,"-876,21,-339:1;-882,21,-334:1;-937,15,-407:2",added
431,1593896068,53133503620,12,/tp @s -1278 -9 760,no,8,6,14,62.33,325.105,329.083,-9,1486.904,/tp @s -1278 -9 760,-1278,-9,760,-1308,804,"-1312,-4,812:3;-1302,-4,787:2;-1291,-10,775:1",added
432,1594260777,,,,yes,6,6,12,92.363,183.901,230.893,-6,922.974,/tp @s -909 -6 -160,-909,-6,-160,-988,-156,"-997,11,-144:2;-968,-3,-89:1;-926,-7,-153:2;-956,-15,-204:1",added
433,1594952375,5889919671,1,/tp @s 324 -45 1261,no,6,6,12,42.024,328.501,350.216,-45,1301.959,/tp @s 324 -45 1261,324,-45,1261,340,1284,"329,-38,1298:3;322,-46,1274:1;365,-52,1255:2",added
434,1596203124,91790516340,21,/tp @s -1324 -11 -284,no,6,6,12,73.123,71.795,83.860,-11,1354.117,/tp @s -1324 -11 -284,-1324,-11,-284,-1340,-332,"-1332,4,-334:1;-1318,-12,-304:2;-1338,-12,-262:2;-1339,-2,-355:1",added
435,1603817304,27373621080,6,/tp @s -1457 -23 -212,no,6,6,12,42.308,346.286,413.197,-23,1472.343,/tp @s -1457 -23 -212,-1457,-23,-212,-1436,-252,"-1476,-36,-228:1;-1461,-36,-221:2;-1496,-36,-202:2;-1448,-36,-234:1",added
436,1613808595,10203743187,2,/tp @s -440 23 850,no,5,7,12,105.38,52.000,118.857,23,957.131,/tp @s -440 23 850,-440,23,850,-444,788,"-460,22,863:2;-520,18,892:3;-542,18,876:2",added
437,1622746055,57457320903,13,/tp @s -960 14 928,no,4,8,12,56.754,153.379,248.502,14,1335.209,/tp @s -960 14 928,-960,14,928,-924,884,"-948,21,886:1;-954,21,879:2;-954,21,872:3;-970,17,902:2",added
438,1627869150,1627869150,0,/tp @s 118 -22 -870,no,6,6,12,34.943,388.413,436.370,-22,877.966,/tp @s 118 -22 -870,118,-22,-870,132,-876,"132,-21,-902:2;127,-33,-868:1;127,-33,-861:2;121,-33,-869:1",added
439,1633816583,,,,yes,8,4,12,29.479,388.437,448.451,11,982.811,/tp @s 181 11 -966,181,11,-966,164,-1004,"195,4,-979:1;188,-2,-974:2;165,-6,-948:1",added
440,1651557475,74666001507,17,/tp @s 418 -40 -1384,no,5,7,12,43.012,127.175,201.347,-40,1445.745,/tp @s 418 -40 -1384,418,-40,-1384,372,-1404,"396,-39,-1402:2;390,-39,-1416:2;404,-37,-1390:1;418,-39,-1427:2",added
441,1654027014,61783569158,14,/tp @s 1361 -8 -241,no,6,6,12,50.21,524.064,557.578,-8,1382.173,/tp @s 1361 -8 -241,1361,-8,-241,1412,-268,"1371,3,-262:1;1387,1,-283:1;1363,3,-260:3;1397,-7,-259:1",added
442,1654672290,,,,yes,7,5,12,31.209,80.283,140.097,-10,1486.651,/tp @s -1473 -10 201,-1473,-10,201,-1420,212,"-1456,-11,192:2;-1451,-17,222:1;-1493,-23,216:2",added
443,1654673048,,,,yes,8,4,12,84.67,539.104,652.023,27,935.868,/tp @s 918 27 182,918,27,182,868,132,"927,26,167:2;874,20,110:2",added
444,1655511479,139094464951,32,/tp @s -432 18 1385,no,7,5,12,47.802,192.881,196.287,18,1450.81,/tp @s -432 18 1385,-432,18,1385,-476,1396,"-474,29,1365:1;-449,25,1403:2;-452,23,1365:2",added
445,1655859292,,,,yes,5,7,12,69.361,368.219,463.352,36,1060.152,/tp @s -1051 36 139,-1051,36,139,-1068,180,"-1061,31,164:2;-1100,33,188:1;-1000,31,163:2;-993,31,163:2",added
446,1656866781,,,,yes,6,6,12,65.856,802.942,948.245,2,1021.468,/tp @s -910 2 -464,-910,2,-464,-924,-396,"-888,5,-402:2;-903,5,-450:3;-896,5,-450:1",added
447,1658918020,18838787204,4,/tp @s -205 -28 1310,no,8,4,12,49.427,253.750,311.000,-28,1325.943,/tp @s -205 -28 1310,-205,-28,1310,-236,1332,"-241,-25,1309:2;-252,-25,1295:1;-228,-23,1299:1",added
448,1669048952,10258983544,2,/tp @s 1224 -5 -818,no,6,6,12,67.956,229.394,244.336,-5,1472.175,/tp @s 1224 -5 -818,1224,-5,-818,1236,-860,"1258,2,-854:1;1257,2,-849:2;1247,-12,-828:2;1288,-14,-839:1",added
449,1680683486,1680683486,0,/tp @s -1370 -34 -304,no,6,6,12,58.129,168.136,257.896,-34,1403.323,/tp @s -1370 -34 -304,-1370,-34,-304,-1356,-300,"-1335,-27,-321:1;-1390,-41,-305:1;-1401,-41,-321:2;-1427,-41,-313:2",added
450,1680740586,10270675178,2,/tp @s 290 -35 1261,no,6,6,12,33.793,382.251,471.299,-35,1293.917,/tp @s 290 -35 1261,290,-35,1261,308,1252,"301,-26,1260:2;288,-42,1228:2;298,-42,1236:1;291,-42,1243:1",added
451,1680959525,5975926821,1,/tp @s 1227 -34 -409,no,4,8,12,81.541,70.561,92.325,-34,1293.372,/tp @s 1227 -34 -409,1227,-34,-409,1284,-412,"1271,-27,-409:1;1271,-27,-402:1;1305,-43,-431:3;1260,-29,-428:3",added
452,1682885344,1682885344,0,/tp @s 717 19 215,no,8,4,12,61.066,73.222,126.210,19,748.541,/tp @s 717 19 215,717,19,215,740,260,"731,32,273:1;748,32,259:1;750,26,201:1;725,26,193:1",added
453,1686400559,23161237039,5,/tp @s 1256 -12 -321,no,5,7,12,38.131,0.000,48.770,-12,1296.371,/tp @s 1256 -12 -321,1256,-12,-321,1300,-316,"1276,-13,-344:3;1259,-29,-355:1;1268,-29,-294:3",added
454,1693180095,1693180095,0,/tp @s -1044 26 -306,no,8,4,12,37.961,595.939,646.164,26,1087.921,/tp @s -1044 26 -306,-1044,26,-306,-1004,-316,"-1008,25,-305:1;-1016,25,-286:1;-1008,25,-294:2",added
455,1698155686,1698155686,0,/tp @s -302 17 -1427,no,4,8,12,47.181,47.159,100.230,17,1458.607,/tp @s -302 17 -1427,-302,17,-1427,-348,-1452,"-318,6,-1470:2;-328,16,-1407:2;-320,16,-1415:2;-308,10,-1422:2",added
456,1699058566,,,,yes,6,6,12,56.08,265.443,278.125,-4,889.621,/tp @s 768 -4 -449,768,-4,-449,772,-476,"764,-5,-475:3;758,-5,-475:1;768,-7,-505:2",added
457,1699690812,31764461884,7,/tp @s 1269 9 -209,no,5,7,12,25.02,239.536,269.797,9,1286.096,/tp @s 1269 9 -209,1269,9,-209,1268,-236,"1285,6,-228:2;1257,8,-215:2;1262,8,-221:2;1259,-4,-224:1",added
458,1702095528,,,,yes,7,5,12,60.481,190.683,205.119,-32,1273.106,/tp @s 1256 -32 208,1256,-32,208,1300,180,"1302,-37,214:1;1278,-33,217:2;1316,-35,208:1;1316,-35,215:1",added
459,1702669059,5997636355,1,/tp @s -768 -45 242,no,6,6,12,43.012,251.377,254.488,-45,805.225,/tp @s -768 -45 242,-768,-45,242,-748,212,"-804,-40,219:2;-754,-58,213:2;-763,-46,208:2",added
460,1713545648,1713545648,0,/tp @s -1432 16 -227,no,6,6,12,75.591,189.523,277.661,16,1449.88,/tp @s -1432 16 -227,-1432,16,-227,-1452,-236,"-1430,27,-236:3;-1490,21,-246:1;-1487,21,-235:1;-1465,17,-295:1",added
461,1719124256,,,,yes,7,5,12,38.923,159.064,234.986,-4,1084.118,/tp @s -496 -4 -964,-496,-4,-964,-444,-924,"-467,-11,-983:1;-486,-11,-960:1;-467,-11,-989:2;-474,-9,-984:1",added
462,1720408210,1720408210,0,/tp @s 637 -39 -1024,no,6,6,12,84.794,351.982,391.498,-39,1205.962,/tp @s 637 -39 -1024,637,-39,-1024,676,-988,"684,-30,-993:1;684,-30,-954:1;692,-30,-962:2;645,-34,-1045:2",added
463,1727503106,,,,yes,7,5,12,61.392,643.304,728.935,-3,1216.251,/tp @s -785 -3 -929,-785,-3,-929,-780,-972,"-773,-8,-989:1;-771,-4,-928:2;-758,-10,-957:2",added
464,1730225516,18910094700,4,/tp @s 1100 22 782,no,8,4,12,107.233,686.379,824.007,22,1349.638,/tp @s 1100 22 782,1100,22,782,1156,804,"1172,35,790:2;1130,27,793:1;1183,33,849:1",added
465,1730891654,,,,yes,7,7,14,27.911,261.977,350.825,-39,1415.213,/tp @s 1277 -39 610,1277,-39,610,1300,644,"1296,-34,617:2;1292,-40,623:1;1304,-40,617:2;1286,-40,623:2",added
466,1731253266,,,,yes,6,6,12,59.515,489.114,583.313,-24,1168.288,/tp @s 660 -24 -964,660,-24,-964,628,-924,"653,-25,-945:1;634,-25,-955:2;620,-27,-970:2;606,-25,-939:1",added
467,1732500963,10322435555,2,/tp @s 286 -29 -784,no,7,5,12,55.453,142.613,285.328,-29,834.537,/tp @s 286 -29 -784,286,-29,-784,308,-812,"303,-30,-774:1;341,-36,-783:1;320,-30,-769:1;305,-42,-786:2",added
468,1735668917,36095407285,8,/tp @s 1161 -42 -834,no,6,6,12,52.163,32.750,38.718,-42,1429.502,/tp @s 1161 -42 -834,1161,-42,-834,1188,-828,"1213,-43,-838:2;1133,-43,-849:2;1143,-43,-841:1;1148,-43,-858:1",added
469,1739583533,14624485421,3,/tp @s 157 24 801,no,6,6,12,33.749,140.375,241.059,24,816.241,/tp @s 157 24 801,157,24,801,180,788,"190,31,802:1;178,31,818:2;176,23,802:1;171,23,828:2",added
470,1742367331,,,,yes,7,5,12,34.073,263.579,332.507,-27,1004.448,/tp @s -1004 -27 30,-1004,-27,30,-988,84,"-970,-26,28:2;-983,-28,31:1;-990,-28,31:2",added
471,1754204897,6049172193,1,/tp @s 794 -27 1257,no,5,7,12,71.463,423.767,464.369,-27,1486.77,/tp @s 794 -27 1257,794,-27,1257,820,1284,"787,-40,1287:3;789,-32,1322:1;795,-32,1297:2;779,-38,1326:1",added
472,1757554636,87656900556,20,/tp @s -266 21 1263,no,6,6,12,55.982,263.128,285.438,21,1290.707,/tp @s -266 21 1263,-266,21,1263,-300,1252,"-321,24,1253:3;-285,18,1225:1;-266,14,1218:1;-284,20,1281:1",added
473,1758391104,1758391104,0,/tp @s -290 13 -1376,no,5,7,12,94.62,294.841,384.351,13,1406.228,/tp @s -290 13 -1376,-290,13,-1376,-252,-1356,"-251,10,-1376:2;-219,10,-1405:3;-200,-10,-1394:2",added
474,1758613860,1758613860,0,/tp @s 1312 -33 370,no,8,5,13,69.007,438.386,545.261,-33,1363.174,/tp @s 1312 -33 370,1312,-33,370,1268,356,"1249,-36,342:1;1284,-34,385:2;1304,-52,380:2",added
475,1767525621,,,,yes,6,6,12,41.821,509.055,542.789,37,1359.272,/tp @s 216 37 -1342,216,37,-1342,228,-1372,"240,26,-1363:2;222,20,-1332:2;190,20,-1314:1;203,14,-1356:1",added
476,1769250093,186452843821,43,/tp @s 722 -6 -1042,no,8,4,12,32.326,917.861,961.897,-6,1267.694,/tp @s 722 -6 -1042,722,-6,-1042,692,-988,"715,-7,-1017:1;713,-7,-1025:1;710,-7,-1012:1;715,-13,-1041:1",added
477,1770435261,23245271741,5,/tp @s -791 36 -867,no,7,5,12,53.842,18.875,32.847,36,1173.614,/tp @s -791 36 -867,-791,36,-867,-780,-828,"-803,35,-852:2;-788,29,-867:1;-801,29,-862:1;-844,33,-858:1",added
478,1777920975,83382299599,19,/tp @s 1235 -15 -208,no,7,5,12,41.122,168.436,199.683,-15,1252.393,/tp @s 1235 -15 -208,1235,-15,-208,1236,-252,"1257,-16,-187:2;1259,-16,-181:1;1266,-16,-181:2",added
479,1779988340,10369922932,2,/tp @s 558 5 1279,no,7,5,12,59.211,437.899,464.148,5,1395.423,/tp @s 558 5 1279,558,5,1279,612,1284,"602,10,1299:1;614,8,1260:2;596,10,1265:2",added
480,1780872083,,,,yes,6,6,12,70.781,102.716,149.077,26,1019.649,/tp @s 720 26 -722,720,26,-722,708,-780,"714,31,-789:1;714,31,-772:3;730,23,-754:1;701,31,-790:1",added
481,1780980254,,,,yes,9,3,12,89.727,224.306,235.842,17,1463.284,/tp @s 764 17 -1248,764,17,-1248,740,-1244,"730,26,-1267:2;675,20,-1259:1",added
